years_of_experience,loss_tolerance,panic_behavior,financial_behavior,engagement_level,investment_goal,target_amount,lump_sum_investment,monthly_investment,timeframe,income,risk_score
4,wait_and_see,no_experience,save_half,quarterly,save for a car,31370,2490,139,8,high,65.8
5,wait_and_see,yes_sometimes,save_half,monthly,save for a car,23351,1304,113,8,medium,69.1
6,buy_more,no_experience,save_half,monthly,wealth building,177924,24740,767,10,medium,86.5
1,sell_immediately,yes_sometimes,save_all,rarely,vacation,4247,502,85,1,low,10.8
8,wait_and_see,no_experience,save_half,monthly,wealth building,212754,35776,460,12,medium,76.6
12,buy_more,no_experience,invest_all,monthly,wealth building,122052,52605,233,15,high,100.0
3,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,21925,9842,197,5,high,60.1
6,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,112810,19287,472,8,medium,79.6
1,sell_immediately,yes_always,spend_it,quarterly,emergency fund,7818,3305,61,2,medium,14.1
8,buy_more,no_experience,save_half,monthly,retirement,408022,8964,2337,10,medium,83.7
6,buy_more,no_experience,invest_all,weekly,wealth building,166590,33977,194,15,medium,100.0
15,buy_more,no_never,invest_all,weekly,wealth building,412474,158611,522,20,high,100.0
2,sell_immediately,yes_sometimes,save_all,rarely,save for a car,13424,4740,67,4,low,20.2
3,buy_more,yes_sometimes,invest_all,quarterly,save for a car,23275,6010,83,5,medium,74.0
3,buy_more,yes_sometimes,save_half,quarterly,save for a car,30258,413,264,7,high,74.4
6,buy_more,no_never,save_half,weekly,wealth building,85575,29152,175,15,medium,100.0
3,wait_and_see,no_experience,save_all,quarterly,emergency fund,9251,2379,47,3,low,28.5
2,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,10998,4176,96,2,low,43.2
4,wait_and_see,no_experience,save_half,quarterly,save for a car,20773,12629,87,7,high,61.2
8,wait_and_see,no_experience,save_half,weekly,wealth building,426592,59348,738,15,high,87.0
4,buy_more,yes_sometimes,save_half,quarterly,buy a house,87021,1355,672,5,medium,70.7
6,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,55121,5475,290,8,high,68.4
6,buy_more,yes_sometimes,save_half,quarterly,buy a house,76105,27124,443,5,medium,76.1
3,sell_immediately,no_experience,save_half,quarterly,save for a car,29345,3547,578,2,medium,38.8
5,wait_and_see,no_experience,invest_all,quarterly,buy a house,116178,58385,449,5,medium,70.5
1,sell_immediately,yes_always,spend_it,rarely,emergency fund,17751,2035,920,1,medium,1.3
10,wait_and_see,no_experience,invest_all,weekly,retirement,1047453,307489,2291,10,high,95.6
6,wait_and_see,no_experience,save_half,monthly,wealth building,135844,38402,367,10,medium,73.2
6,wait_and_see,no_experience,invest_all,monthly,buy a house,107682,20496,177,7,medium,73.6
25,buy_more,no_never,invest_all,daily,retirement,469197,324972,526,25,high,100.0
8,buy_more,no_experience,save_half,weekly,wealth building,43537,8023,78,10,medium,81.1
25,buy_more,no_never,invest_all,weekly,wealth building,84417,28735,83,20,high,100.0
2,wait_and_see,no_experience,save_half,quarterly,save for a car,13533,4481,121,2,medium,54.6
6,wait_and_see,no_experience,save_half,monthly,wealth building,155903,27925,543,12,medium,79.7
3,wait_and_see,no_experience,save_all,rarely,save for a car,36442,6918,338,2,medium,44.4
1,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,13606,625,118,4,medium,23.9
1,wait_and_see,no_experience,save_half,quarterly,save for a car,20223,3476,162,4,low,49.6
12,wait_and_see,no_experience,save_half,weekly,retirement,418036,16193,1707,12,high,100.0
4,buy_more,no_experience,invest_all,monthly,save for a car,36882,14540,76,8,medium,79.8
5,buy_more,yes_sometimes,save_half,quarterly,buy a house,58687,3825,451,7,medium,65.9
3,buy_more,yes_sometimes,save_half,quarterly,buy a house,59084,24195,210,8,medium,73.1
10,buy_more,no_experience,save_half,monthly,retirement,1082177,576407,2664,15,high,98.9
15,buy_more,no_never,invest_all,weekly,retirement,1066031,60860,3781,20,high,100.0
10,buy_more,no_experience,save_half,weekly,retirement,471309,118925,465,15,medium,89.1
3,wait_and_see,yes_sometimes,save_half,monthly,buy a house,85175,22160,142,7,medium,65.4
1,sell_immediately,yes_always,spend_it,rarely,vacation,2804,71,49,1,low,4.9
5,wait_and_see,no_experience,save_half,monthly,buy a house,253599,59830,1353,5,high,71.0
6,buy_more,no_never,save_half,weekly,wealth building,115834,35171,225,12,medium,100.0
8,wait_and_see,no_experience,save_half,weekly,wealth building,259931,57887,1426,12,high,94.3
4,buy_more,yes_sometimes,save_half,quarterly,buy a house,91922,50067,543,8,high,81.2
6,wait_and_see,no_experience,invest_all,monthly,buy a house,139195,3945,710,5,medium,75.8
10,buy_more,no_never,save_half,monthly,retirement,553435,277007,1711,10,high,99.5
0,sell_immediately,yes_sometimes,save_all,quarterly,vacation,4764,2044,70,2,medium,23.8
2,sell_immediately,no_experience,save_all,rarely,save for a car,19303,1766,146,2,low,19.8
1,wait_and_see,yes_always,spend_it,rarely,vacation,2183,294,6,2,low,10.9
3,buy_more,no_experience,invest_all,monthly,buy a house,92452,33906,382,8,medium,87.7
3,wait_and_see,no_experience,invest_all,monthly,save for a car,26900,4734,231,8,high,74.6
6,buy_more,no_experience,invest_all,monthly,wealth building,531928,170151,2538,10,high,98.1
12,wait_and_see,no_experience,invest_all,weekly,wealth building,73586,21863,339,10,medium,93.7
6,wait_and_see,no_experience,save_half,quarterly,save for a car,25643,12500,64,8,medium,68.3
3,sell_immediately,no_experience,save_half,quarterly,save for a car,24772,108,192,3,low,38.1
25,buy_more,no_never,invest_all,daily,wealth building,352829,139643,907,20,high,100.0
8,wait_and_see,no_never,save_half,weekly,wealth building,121546,44534,585,15,high,100.0
12,wait_and_see,no_never,save_half,weekly,retirement,263623,79304,324,12,high,100.0
20,buy_more,no_never,invest_all,weekly,retirement,747121,344068,1779,20,high,100.0
5,wait_and_see,no_experience,save_half,monthly,save for a car,23624,3170,147,8,medium,67.5
20,buy_more,no_never,invest_all,weekly,retirement,565400,350187,1840,20,high,100.0
4,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,33361,8450,228,7,high,71.2
4,wait_and_see,no_experience,save_half,quarterly,save for a car,52166,32660,188,7,high,65.7
3,buy_more,yes_sometimes,save_half,monthly,save for a car,35492,455,288,7,high,75.3
5,wait_and_see,yes_sometimes,invest_all,quarterly,save for a car,16520,1121,131,7,medium,72.4
5,buy_more,no_experience,invest_all,monthly,buy a house,221974,13412,1879,5,high,94.5
3,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,8452,1055,66,2,low,11.8
4,wait_and_see,no_experience,invest_all,quarterly,buy a house,65345,13122,129,5,medium,72.0
8,wait_and_see,no_experience,save_half,weekly,retirement,520303,124793,1584,15,medium,86.1
10,buy_more,no_never,save_half,weekly,wealth building,110875,27333,580,10,medium,95.1
10,wait_and_see,no_experience,save_half,monthly,wealth building,195534,148468,730,12,high,84.1
1,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,9939,1188,23,4,low,40.9
6,wait_and_see,yes_sometimes,save_half,monthly,buy a house,74340,5142,536,5,medium,66.3
0,wait_and_see,no_experience,save_all,quarterly,save for a car,38449,2841,248,3,medium,37.6
3,wait_and_see,yes_sometimes,save_half,monthly,buy a house,248032,45438,2625,8,high,75.1
3,sell_immediately,no_experience,save_all,quarterly,emergency fund,10446,778,146,4,medium,32.0
3,wait_and_see,yes_sometimes,save_half,monthly,buy a house,94363,42717,329,7,medium,65.3
5,wait_and_see,no_experience,save_half,quarterly,buy a house,45718,10319,201,5,medium,64.0
3,buy_more,no_experience,invest_all,quarterly,save for a car,39235,21080,231,5,high,78.0
2,wait_and_see,no_experience,save_all,quarterly,save for a car,12325,1318,73,3,medium,40.4
3,wait_and_see,no_experience,save_all,rarely,save for a car,19615,3198,40,4,low,26.7
4,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,39057,21203,213,7,high,79.1
5,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,127976,8957,1537,5,medium,73.2
6,wait_and_see,no_experience,invest_all,monthly,buy a house,103315,12462,776,5,medium,74.7
3,wait_and_see,yes_sometimes,save_half,monthly,buy a house,209907,47296,1077,8,high,76.6
4,wait_and_see,no_experience,save_half,monthly,buy a house,62474,13715,488,5,medium,60.1
3,buy_more,no_experience,save_half,monthly,buy a house,139009,40991,375,8,medium,74.6
6,buy_more,yes_sometimes,save_half,quarterly,buy a house,95853,23868,188,8,medium,73.6
8,buy_more,no_never,save_half,monthly,wealth building,240772,104197,1055,15,high,100.0
8,wait_and_see,no_experience,invest_all,weekly,wealth building,85510,26233,150,12,medium,93.6
3,wait_and_see,yes_sometimes,save_half,monthly,save for a car,34091,879,253,8,medium,58.0
10,buy_more,no_experience,invest_all,weekly,wealth building,276175,113703,771,10,high,100.0
3,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,118803,36537,662,7,medium,57.6
3,sell_immediately,no_experience,save_half,rarely,emergency fund,6314,667,45,3,medium,24.7
4,wait_and_see,no_experience,save_half,monthly,save for a car,35461,5208,292,5,medium,66.1
8,wait_and_see,no_never,invest_all,monthly,wealth building,91582,29814,417,12,high,100.0
5,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,51208,1622,172,8,medium,74.3
3,buy_more,yes_sometimes,save_half,quarterly,buy a house,136687,24080,649,7,medium,71.6
6,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,19753,922,75,7,medium,55.8
12,wait_and_see,no_never,save_half,monthly,wealth building,347538,102328,1840,12,high,100.0
15,buy_more,no_never,invest_all,weekly,retirement,578345,380696,1010,20,high,100.0
4,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,27151,5810,52,7,medium,63.9
6,wait_and_see,no_experience,save_half,quarterly,buy a house,197102,123737,1237,5,high,74.1
1,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,9032,1914,70,2,low,9.3
5,wait_and_see,yes_sometimes,invest_all,quarterly,save for a car,27738,5534,49,8,medium,65.8
10,buy_more,no_never,save_half,monthly,retirement,554931,237852,2386,15,high,100.0
0,sell_immediately,yes_sometimes,save_all,rarely,vacation,6771,237,157,2,low,13.5
4,wait_and_see,yes_sometimes,save_half,monthly,buy a house,44287,2257,340,8,medium,62.9
0,sell_immediately,no_experience,save_half,quarterly,emergency fund,5727,967,12,3,low,20.1
0,wait_and_see,no_experience,save_half,quarterly,emergency fund,12900,333,89,3,low,31.8
1,sell_immediately,yes_always,spend_it,quarterly,emergency fund,6956,916,215,1,medium,13.8
6,wait_and_see,no_never,save_half,weekly,retirement,271763,6406,1049,12,medium,95.1
2,sell_immediately,yes_sometimes,spend_it,rarely,emergency fund,14915,1584,194,2,low,10.6
1,sell_immediately,no_experience,save_half,quarterly,save for a car,20749,7059,177,2,low,36.2
4,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,69499,6897,601,5,medium,69.6
2,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,10488,1496,37,2,low,33.9
0,sell_immediately,no_experience,save_half,quarterly,emergency fund,9403,83,90,2,low,14.1
2,sell_immediately,yes_sometimes,save_half,quarterly,save for a car,39835,6145,381,4,medium,43.3
1,wait_and_see,no_experience,save_all,rarely,save for a car,17212,106,109,3,low,30.2
4,buy_more,no_experience,invest_all,quarterly,save for a car,25499,7051,225,5,medium,72.9
3,wait_and_see,yes_sometimes,save_half,monthly,save for a car,28152,5776,39,8,medium,54.9
5,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,12464,5838,26,8,medium,69.4
20,buy_more,no_never,invest_all,daily,retirement,1176332,168818,1616,25,high,100.0
6,wait_and_see,no_experience,invest_all,weekly,wealth building,420061,14943,2059,12,high,100.0
3,wait_and_see,yes_sometimes,save_half,quarterly,emergency fund,11369,1694,90,3,low,39.0
6,wait_and_see,no_experience,save_half,quarterly,save for a car,58772,344,262,8,high,63.1
4,buy_more,yes_sometimes,save_half,monthly,save for a car,14924,7040,35,8,medium,71.3
10,wait_and_see,no_experience,save_half,monthly,retirement,290079,59938,307,15,medium,83.9
0,sell_immediately,yes_sometimes,spend_it,rarely,vacation,7841,1256,82,2,medium,14.1
3,wait_and_see,no_experience,save_half,quarterly,save for a car,10591,370,100,2,low,43.0
1,sell_immediately,no_experience,save_half,quarterly,save for a car,20526,2318,90,3,low,31.2
4,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,38838,7391,140,7,high,72.5
5,buy_more,yes_sometimes,save_half,quarterly,buy a house,42466,10453,76,5,medium,70.5
4,buy_more,yes_sometimes,save_half,quarterly,save for a car,38008,7576,293,5,medium,59.3
5,wait_and_see,no_experience,save_half,quarterly,save for a car,33406,15067,107,8,medium,57.2
20,buy_more,no_never,invest_all,daily,wealth building,280960,39900,488,25,high,100.0
2,wait_and_see,yes_sometimes,spend_it,rarely,emergency fund,16038,927,398,1,medium,20.3
1,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,10327,314,201,1,low,5.5
3,wait_and_see,no_experience,save_half,quarterly,save for a car,17490,5802,73,8,medium,51.4
3,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,52444,10705,463,8,high,62.0
2,wait_and_see,no_experience,save_half,rarely,save for a car,18035,2683,246,2,low,40.2
12,wait_and_see,no_never,invest_all,weekly,retirement,549200,264779,1197,15,medium,100.0
1,sell_immediately,no_experience,save_half,quarterly,save for a car,21768,3294,183,4,medium,43.6
6,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,26248,13681,85,8,medium,57.8
20,buy_more,no_never,invest_all,daily,retirement,1081009,846808,2255,20,high,100.0
3,buy_more,yes_sometimes,invest_all,quarterly,save for a car,13556,3431,26,5,medium,72.7
6,buy_more,no_never,save_half,monthly,wealth building,428913,101594,928,12,high,100.0
3,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,63155,14802,121,8,medium,57.1
5,wait_and_see,no_experience,save_half,quarterly,save for a car,26692,12195,165,7,high,66.0
6,wait_and_see,no_experience,invest_all,quarterly,buy a house,145333,4783,1205,8,medium,70.9
6,wait_and_see,no_never,invest_all,weekly,wealth building,169489,45057,343,12,medium,100.0
5,buy_more,no_experience,save_half,quarterly,save for a car,32256,5551,118,8,medium,70.6
3,sell_immediately,no_experience,save_all,rarely,save for a car,23292,1701,246,2,low,26.4
6,buy_more,no_never,invest_all,monthly,retirement,535718,100330,1191,15,medium,100.0
5,wait_and_see,no_experience,save_half,quarterly,save for a car,30379,15005,163,5,medium,57.3
3,wait_and_see,yes_sometimes,save_all,rarely,save for a car,8982,528,70,4,low,34.5
2,sell_immediately,yes_always,spend_it,rarely,emergency fund,7494,2246,112,1,low,1.0
4,buy_more,yes_sometimes,save_half,monthly,save for a car,31862,4871,155,7,medium,70.9
0,sell_immediately,no_experience,save_all,rarely,save for a car,9643,1742,74,2,low,23.2
6,wait_and_see,no_experience,save_half,weekly,retirement,312122,145460,794,15,high,98.1
10,buy_more,no_experience,save_half,weekly,wealth building,289538,83929,244,15,high,97.6
2,wait_and_see,yes_sometimes,save_half,rarely,emergency fund,15825,623,264,3,medium,33.0
3,wait_and_see,yes_sometimes,invest_all,quarterly,save for a car,12000,2638,25,5,medium,63.9
8,buy_more,no_experience,invest_all,monthly,wealth building,352955,88329,727,12,high,100.0
8,wait_and_see,no_never,save_half,monthly,retirement,289569,71752,741,15,medium,92.2
0,sell_immediately,yes_sometimes,spend_it,rarely,emergency fund,6827,68,58,2,low,5.2
4,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,242091,85853,758,8,high,79.5
2,sell_immediately,yes_always,save_all,quarterly,emergency fund,4061,107,177,1,low,3.4
3,buy_more,no_experience,save_half,monthly,save for a car,33891,8031,45,7,medium,67.9
5,buy_more,yes_sometimes,save_half,quarterly,save for a car,25710,2390,165,5,medium,67.9
0,wait_and_see,yes_sometimes,save_all,quarterly,vacation,5070,600,70,2,low,22.1
1,sell_immediately,yes_sometimes,save_half,rarely,save for a car,33835,3715,170,4,medium,32.9
12,wait_and_see,no_never,save_half,monthly,retirement,456926,257917,1184,15,high,100.0
4,buy_more,no_experience,invest_all,monthly,save for a car,34869,2024,112,8,medium,75.3
8,buy_more,no_never,save_half,monthly,wealth building,473612,72412,1559,10,high,97.6
12,wait_and_see,no_never,invest_all,monthly,wealth building,308366,131915,841,15,high,100.0
10,wait_and_see,no_never,invest_all,monthly,wealth building,71315,954,235,10,medium,87.1
8,buy_more,no_never,invest_all,weekly,wealth building,149061,1266,636,10,medium,100.0
3,sell_immediately,no_experience,save_half,rarely,emergency fund,8710,312,74,3,medium,28.2
10,wait_and_see,no_never,save_half,monthly,retirement,339876,6636,1042,10,medium,80.6
3,wait_and_see,no_experience,save_half,quarterly,buy a house,122350,37083,435,5,medium,61.6
3,wait_and_see,no_experience,save_half,quarterly,save for a car,27094,8818,75,5,medium,53.1
3,wait_and_see,no_experience,save_half,monthly,buy a house,282351,15043,3272,5,high,71.5
6,wait_and_see,no_experience,save_half,monthly,save for a car,24609,5360,141,7,medium,69.4
4,wait_and_see,no_experience,save_half,monthly,save for a car,36058,10003,132,5,high,64.2
3,wait_and_see,yes_sometimes,invest_all,quarterly,save for a car,44775,9678,214,5,high,66.4
4,wait_and_see,yes_sometimes,save_half,monthly,save for a car,13432,6455,36,8,medium,62.6
0,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,20425,5525,131,2,medium,16.0
8,wait_and_see,no_experience,save_half,weekly,wealth building,289773,154485,1712,10,high,91.8
2,sell_immediately,yes_always,spend_it,quarterly,emergency fund,14847,3250,387,1,low,4.3
2,sell_immediately,yes_always,save_all,rarely,emergency fund,21992,3306,170,2,medium,7.3
5,wait_and_see,no_experience,invest_all,quarterly,save for a car,34998,2235,123,7,medium,65.3
10,buy_more,no_experience,save_half,monthly,wealth building,488757,109696,2483,15,high,98.2
6,buy_more,no_experience,invest_all,quarterly,save for a car,14339,4121,48,5,medium,75.3
6,buy_more,no_experience,save_half,monthly,buy a house,41386,6734,456,5,medium,78.4
2,wait_and_see,yes_sometimes,save_half,rarely,emergency fund,13994,4012,292,2,medium,32.6
0,sell_immediately,yes_sometimes,spend_it,quarterly,vacation,7641,1450,79,1,low,3.1
2,sell_immediately,yes_always,spend_it,quarterly,emergency fund,9102,375,96,2,low,7.7
0,sell_immediately,yes_always,save_all,quarterly,emergency fund,8942,627,148,2,low,4.1
10,wait_and_see,no_never,save_half,weekly,wealth building,353744,108334,2164,12,high,100.0
6,buy_more,yes_sometimes,invest_all,monthly,buy a house,111425,28033,162,8,medium,77.4
6,wait_and_see,no_never,invest_all,monthly,wealth building,94266,63869,391,10,high,100.0
5,wait_and_see,no_experience,invest_all,quarterly,save for a car,16124,2912,71,7,medium,64.7
0,wait_and_see,no_experience,save_half,rarely,save for a car,29812,1187,222,4,medium,40.5
10,wait_and_see,no_never,save_half,weekly,wealth building,252650,101685,307,15,high,97.5
8,wait_and_see,no_never,invest_all,weekly,wealth building,104072,14454,176,15,medium,100.0
8,wait_and_see,no_never,save_half,weekly,retirement,467498,106173,1437,15,medium,97.7
4,buy_more,yes_sometimes,invest_all,monthly,save for a car,18734,871,136,8,medium,73.9
3,wait_and_see,yes_sometimes,save_half,monthly,save for a car,36171,11467,430,5,high,62.9
4,wait_and_see,yes_sometimes,save_half,monthly,save for a car,43139,1128,202,7,high,65.8
6,buy_more,yes_sometimes,save_half,monthly,buy a house,46759,7580,280,5,medium,75.6
4,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,126822,25998,354,8,medium,56.8
5,buy_more,no_experience,save_half,quarterly,buy a house,111579,22482,708,7,high,78.6
4,wait_and_see,yes_sometimes,save_half,monthly,buy a house,87558,17352,483,8,medium,70.1
8,wait_and_see,no_experience,save_half,weekly,retirement,846330,55580,3905,15,high,93.4
3,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,10749,91,99,4,low,25.8
2,wait_and_see,no_experience,save_all,rarely,save for a car,16256,5274,71,4,medium,39.4
5,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,19487,1307,104,5,medium,57.2
3,buy_more,no_experience,save_half,monthly,buy a house,49361,13767,245,5,medium,73.8
10,wait_and_see,no_experience,save_half,weekly,retirement,566188,162227,1139,15,medium,91.9
3,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,114425,11294,784,7,high,73.5
5,wait_and_see,yes_sometimes,save_half,monthly,buy a house,106474,20673,559,7,medium,71.0
2,wait_and_see,no_experience,save_half,quarterly,emergency fund,12488,3444,54,4,low,27.9
4,buy_more,no_experience,save_half,quarterly,buy a house,66988,1140,329,7,medium,68.6
4,buy_more,no_experience,save_half,quarterly,save for a car,34784,14379,68,8,medium,67.9
2,sell_immediately,yes_sometimes,save_half,rarely,emergency fund,12132,2785,60,3,low,13.8
6,buy_more,no_never,invest_all,weekly,wealth building,161882,35435,396,12,medium,100.0
6,wait_and_see,no_experience,save_half,quarterly,save for a car,34197,11509,283,5,medium,62.8
4,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,133563,731,493,7,medium,61.4
0,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,4612,670,20,2,low,15.4
6,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,126630,14741,640,5,medium,76.0
4,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,142581,3449,1240,7,medium,74.8
5,wait_and_see,yes_sometimes,invest_all,quarterly,save for a car,26699,19887,217,5,high,69.2
6,buy_more,no_experience,invest_all,quarterly,buy a house,84195,17388,481,7,medium,91.1
0,wait_and_see,no_experience,save_half,quarterly,save for a car,19768,2007,43,4,low,39.5
3,buy_more,no_experience,save_half,quarterly,save for a car,42258,1990,545,7,high,72.7
2,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,14873,233,257,2,low,37.8
8,wait_and_see,no_never,invest_all,monthly,wealth building,339304,128335,652,12,high,100.0
25,buy_more,no_never,invest_all,daily,wealth building,235441,81726,442,30,high,100.0
12,wait_and_see,no_experience,invest_all,weekly,wealth building,46016,11121,97,15,medium,100.0
2,wait_and_see,yes_sometimes,save_half,quarterly,emergency fund,11703,692,39,4,low,39.0
2,wait_and_see,yes_always,spend_it,rarely,emergency fund,8465,3309,144,2,medium,22.2
4,wait_and_see,yes_sometimes,save_half,monthly,save for a car,12411,3585,23,7,medium,53.2
1,wait_and_see,no_experience,save_all,rarely,save for a car,23989,8979,281,3,medium,42.9
0,sell_immediately,no_experience,save_all,quarterly,save for a car,29468,10178,247,3,medium,38.4
6,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,29223,6725,90,5,medium,57.7
3,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,130478,36548,627,5,medium,62.5
12,buy_more,no_never,save_half,weekly,wealth building,366611,131690,1919,15,high,100.0
5,buy_more,yes_sometimes,invest_all,monthly,save for a car,21269,8588,141,5,high,80.6
5,wait_and_see,no_experience,save_half,monthly,buy a house,149629,12180,1585,8,high,74.3
1,sell_immediately,no_experience,save_half,quarterly,save for a car,14706,236,108,3,low,30.9
6,wait_and_see,no_experience,save_half,quarterly,buy a house,115047,85102,751,5,high,70.7
8,buy_more,no_never,invest_all,monthly,wealth building,350976,139398,540,15,high,100.0
1,sell_immediately,no_experience,save_half,rarely,emergency fund,10718,1936,86,4,medium,29.3
5,wait_and_see,yes_sometimes,save_half,monthly,save for a car,20737,4039,132,8,medium,61.8
4,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,32556,10469,184,5,medium,69.3
5,buy_more,yes_sometimes,invest_all,quarterly,buy a house,84034,28564,316,8,medium,81.1
1,wait_and_see,yes_sometimes,save_all,rarely,save for a car,22357,1109,218,2,low,28.7
0,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,4115,1294,30,3,low,22.1
2,sell_immediately,yes_sometimes,spend_it,rarely,emergency fund,19519,4167,860,1,medium,13.1
2,sell_immediately,no_experience,save_all,rarely,emergency fund,3760,130,27,4,low,12.4
6,buy_more,yes_sometimes,save_half,monthly,buy a house,60671,23524,123,7,medium,78.1
20,buy_more,no_never,invest_all,daily,retirement,614428,547992,884,30,high,100.0
4,wait_and_see,no_experience,invest_all,monthly,save for a car,12018,3159,60,7,medium,72.2
0,sell_immediately,yes_always,spend_it,rarely,emergency fund,14788,1943,106,1,low,1.0
3,buy_more,no_experience,invest_all,quarterly,save for a car,29519,4713,184,5,medium,74.8
3,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,22287,5558,241,4,medium,41.4
10,buy_more,no_experience,save_half,monthly,wealth building,67813,25592,150,15,medium,89.2
3,wait_and_see,no_experience,save_half,quarterly,save for a car,15874,1919,62,7,medium,55.7
6,wait_and_see,yes_sometimes,save_half,monthly,save for a car,12327,2211,40,8,medium,57.3
2,wait_and_see,yes_sometimes,spend_it,rarely,emergency fund,21437,6141,119,2,medium,22.0
3,sell_immediately,yes_sometimes,save_half,rarely,emergency fund,6570,1727,31,2,low,27.0
10,buy_more,no_experience,invest_all,monthly,retirement,845932,200634,5839,10,high,100.0
6,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,42884,5480,320,5,high,77.1
1,wait_and_see,no_experience,save_half,quarterly,save for a car,12883,1255,151,2,low,39.7
6,buy_more,no_experience,save_half,quarterly,save for a car,23289,4453,166,5,medium,74.6
1,sell_immediately,yes_sometimes,save_half,quarterly,emergency fund,9262,1173,111,3,medium,29.2
3,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,6902,143,76,3,low,11.7
3,wait_and_see,yes_sometimes,save_half,quarterly,emergency fund,12388,230,67,4,low,36.8
12,wait_and_see,no_never,invest_all,monthly,wealth building,217357,76289,229,12,high,100.0
4,buy_more,yes_sometimes,invest_all,quarterly,save for a car,41877,11359,298,8,high,81.5
5,buy_more,yes_sometimes,invest_all,monthly,save for a car,28961,937,88,8,medium,72.0
2,sell_immediately,no_experience,save_half,rarely,emergency fund,6825,449,88,3,low,24.0
3,buy_more,yes_sometimes,save_half,quarterly,save for a car,27945,16527,191,7,high,71.5
6,wait_and_see,no_experience,invest_all,weekly,wealth building,407157,9006,1240,15,high,100.0
1,wait_and_see,yes_always,spend_it,quarterly,vacation,3130,775,114,1,medium,24.0
5,buy_more,no_experience,save_half,monthly,buy a house,104121,1279,738,8,medium,74.7
2,sell_immediately,yes_sometimes,spend_it,rarely,vacation,6527,352,54,2,low,10.5
12,buy_more,no_experience,invest_all,monthly,wealth building,186679,59293,568,15,high,100.0
0,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,7590,1059,66,2,medium,14.2
6,wait_and_see,no_never,save_half,monthly,retirement,555510,89697,2887,15,high,100.0
4,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,116276,4889,1524,5,medium,72.6
0,sell_immediately,no_experience,save_all,quarterly,save for a car,38754,508,547,3,medium,30.2
3,wait_and_see,no_experience,save_half,monthly,buy a house,45457,10346,184,8,medium,67.2
6,wait_and_see,no_experience,save_half,quarterly,save for a car,14196,3559,31,8,medium,65.5
10,buy_more,no_never,save_half,monthly,retirement,379471,52932,741,12,medium,100.0
5,wait_and_see,no_experience,save_half,quarterly,save for a car,36437,2773,227,8,medium,59.5
3,wait_and_see,no_experience,save_half,quarterly,buy a house,134328,15094,431,7,medium,61.3
4,wait_and_see,no_experience,save_half,quarterly,buy a house,149951,24604,498,7,medium,55.7
8,buy_more,no_experience,invest_all,weekly,retirement,648273,366694,2384,15,high,100.0
8,wait_and_see,no_never,invest_all,monthly,wealth building,85418,6143,231,15,medium,92.1
0,wait_and_see,no_experience,save_half,quarterly,save for a car,20033,3950,248,2,low,39.5
15,buy_more,no_never,invest_all,daily,wealth building,550993,230145,883,20,high,100.0
6,wait_and_see,no_experience,save_half,monthly,buy a house,112816,6572,581,8,medium,73.0
12,buy_more,no_experience,save_half,monthly,wealth building,96962,40165,335,10,medium,90.2
2,sell_immediately,no_experience,save_half,rarely,emergency fund,8526,548,39,3,low,16.0
